tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,delta_operations,affected_nodes,wall_ms,detail
VeriDNS,files-100-500,xsrv.jp,files-100-500/xsrv.jp,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,yahoo.com,files-100-500/yahoo.com,A_ADD,ok,151,a1.b.yahoo.com..txt,25823,1613.5974159999996,1.409453,3.219879,1,0,4.640762,
VeriDNS,files-100-500,yahoo.com,files-100-500/yahoo.com,A_UPDATE,ok,151,a1.b.yahoo.com..txt,25823,1613.5974159999996,2.648935,4.207517,2,2,6.949891,
VeriDNS,files-100-500,yahoo.com,files-100-500/yahoo.com,NS_UPDATE,ok,151,a1.b.yahoo.com..txt,25823,1613.5974159999996,4.232472,8.71693,2,3,13.095451,
VeriDNS,files-100-500,yahoo.com,files-100-500/yahoo.com,CNAME_UPDATE,ok,151,a1.b.yahoo.com..txt,25823,1613.5974159999996,4.603673,10.234149,2,3,15.00107,
VeriDNS,files-100-500,yale.edu,files-100-500/yale.edu,A_ADD,ok,201,acir.yale.edu..txt,3156,465.2130689999998,0.200173,0.412892,1,0,0.620545,
VeriDNS,files-100-500,yale.edu,files-100-500/yale.edu,A_UPDATE,ok,201,acir.yale.edu..txt,3156,465.2130689999998,0.511894,0.594583,2,6,1.129195,
VeriDNS,files-100-500,yale.edu,files-100-500/yale.edu,NS_UPDATE,ok,201,acir.yale.edu..txt,3156,465.2130689999998,0.622996,1.476208,2,6,2.125978,
VeriDNS,files-100-500,yale.edu,files-100-500/yale.edu,CNAME_UPDATE,ok,201,alumni.yale.edu..txt,3156,465.2130689999998,0.84513,2.082667,2,16,2.957857,
VeriDNS,files-100-500,yorku.ca,files-100-500/yorku.ca,A_ADD,ok,108,abel.yorku.ca..txt,1306,170.28760399999996,0.297996,1.454977,1,0,1.761606,
VeriDNS,files-100-500,yorku.ca,files-100-500/yorku.ca,A_UPDATE,ok,108,abel.yorku.ca..txt,1306,170.28760399999996,1.301999,1.724435,2,7,3.051795,
VeriDNS,files-100-500,yorku.ca,files-100-500/yorku.ca,NS_UPDATE,ok,108,abel.yorku.ca..txt,1306,170.28760399999996,0.784034,2.034244,2,5,2.846865,
VeriDNS,files-100-500,yorku.ca,files-100-500/yorku.ca,CNAME_UPDATE,ok,108,abel.yorku.ca..txt,1306,170.28760399999996,0.890873,3.636947,2,3,4.571675,
VeriDNS,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,A_ADD,ok,287,accordion2.yourfreehosting.net..txt,1433,202.40456099999983,0.19495,0.375017,1,0,0.579078,
VeriDNS,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,A_UPDATE,ok,287,accordion2.yourfreehosting.net..txt,1433,202.40456099999983,0.714043,0.928316,2,4,1.673539,
VeriDNS,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,NS_UPDATE,ok,287,accordion2.yourfreehosting.net..txt,1433,202.40456099999983,0.360101,0.452058,2,4,0.830428,
VeriDNS,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,yourprospex.com,files-100-500/yourprospex.com,A_ADD,ok,175,aaronwroten.yourprospex.com..txt,182,111.53642199999993,0.159714,0.344263,1,0,0.511187,
VeriDNS,files-100-500,yourprospex.com,files-100-500/yourprospex.com,A_UPDATE,ok,175,aaronwroten.yourprospex.com..txt,182,111.53642199999993,0.295453,0.409538,2,2,0.720251,
VeriDNS,files-100-500,yourprospex.com,files-100-500/yourprospex.com,NS_UPDATE,ok,175,yourprospex.com..txt,182,111.53642199999993,0.604462,0.510271,2,9,1.137936,
VeriDNS,files-100-500,yourprospex.com,files-100-500/yourprospex.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,za.net,files-100-500/za.net,A_ADD,ok,372,17loader.za.net..txt,4679,384.96777700000007,0.225534,0.438754,1,0,0.672665,
VeriDNS,files-100-500,za.net,files-100-500/za.net,A_UPDATE,ok,372,17loader.za.net..txt,4679,384.96777700000007,0.466754,0.664416,2,8,1.153671,
VeriDNS,files-100-500,za.net,files-100-500/za.net,NS_UPDATE,ok,372,17loader.za.net..txt,4679,384.96777700000007,0.662398,0.813246,2,6,1.506316,
VeriDNS,files-100-500,za.net,files-100-500/za.net,CNAME_UPDATE,ok,372,acidmax.za.net..txt,4679,384.96777700000007,0.974128,2.575478,2,7,3.591794,
VeriDNS,files-100-500,zgora.pl,files-100-500/zgora.pl,A_ADD,ok,220,7liceum.zgora.pl..txt,3449,277.50768700000015,0.211824,0.874801,1,0,1.096334,
VeriDNS,files-100-500,zgora.pl,files-100-500/zgora.pl,A_UPDATE,ok,220,7liceum.zgora.pl..txt,3449,277.50768700000015,0.497399,1.300266,2,6,1.822436,
VeriDNS,files-100-500,zgora.pl,files-100-500/zgora.pl,NS_UPDATE,ok,220,7liceum.zgora.pl..txt,3449,277.50768700000015,0.789537,1.437309,2,6,2.252624,
VeriDNS,files-100-500,zgora.pl,files-100-500/zgora.pl,CNAME_UPDATE,ok,220,7liceum.zgora.pl..txt,3449,277.50768700000015,0.461673,1.320469,2,6,1.803464,
VeriDNS,files-100-500,zhp.pl,files-100-500/zhp.pl,A_ADD,ok,144,1procent.zhp.pl..txt,1120,144.58103400000005,0.248738,0.312534,1,0,0.569685,
VeriDNS,files-100-500,zhp.pl,files-100-500/zhp.pl,A_UPDATE,ok,144,1procent.zhp.pl..txt,1120,144.58103400000005,0.433121,0.49075,2,6,0.943886,
VeriDNS,files-100-500,zhp.pl,files-100-500/zhp.pl,NS_UPDATE,ok,144,1procent.zhp.pl..txt,1120,144.58103400000005,0.41716,0.495939,2,6,0.935276,
VeriDNS,files-100-500,zhp.pl,files-100-500/zhp.pl,CNAME_UPDATE,ok,144,akademicy.zhp.pl..txt,1120,144.58103400000005,0.841793,2.221929,2,7,3.101057,
VeriDNS,files-500-1000,votesp.com,files-500-1000/votesp.com,A_ADD,ok,989,1018e.votesp.com..txt,1615,482.305592,0.184143,0.428013,1,0,0.620539,
VeriDNS,files-500-1000,votesp.com,files-500-1000/votesp.com,A_UPDATE,ok,989,1018e.votesp.com..txt,1615,482.305592,0.299387,0.382505,2,3,0.697883,
VeriDNS,files-500-1000,votesp.com,files-500-1000/votesp.com,NS_UPDATE,ok,989,votesp.com..txt,1615,482.305592,0.459412,0.506166,2,8,0.988374,
VeriDNS,files-500-1000,votesp.com,files-500-1000/votesp.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
