tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,properties,initial_property_pass,incremental_property_pass,initial_errors,incremental_errors,detail
Aether,files-100-500,w3wb.com,files-100-500/w3wb.com,A_ADD,ok,,aboutchristmas.w3wb.com..txt,,56.383,1.0709999999999997,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,rewrites,,num_lec=886; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__w3wb.com/A_ADD/stderr.log
Aether,files-100-500,w3wb.com,files-100-500/w3wb.com,A_UPDATE,ok,,aboutchristmas.w3wb.com..txt,,60.91,0.661,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,rewrites,,num_lec=885; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__w3wb.com/A_UPDATE/stderr.log
Aether,files-100-500,w3wb.com,files-100-500/w3wb.com,NS_UPDATE,ok,,w3wb.com..txt,,63.536,4.241999999999999,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,false,rewrites,rewrites,num_lec=885; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__w3wb.com/NS_UPDATE/stderr.log
Aether,files-100-500,w3wb.com,files-100-500/w3wb.com,CNAME_UPDATE,ok,,w3wb.com..txt,,71.719,5.9990000000000006,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,false,rewrites,rewrites,num_lec=885; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__w3wb.com/CNAME_UPDATE/stderr.log
Aether,files-100-500,wa.gov,files-100-500/wa.gov,A_ADD,ok,,agencymeddirectors.wa.gov..txt,,133.878,0.674,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=1304; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__wa.gov/A_ADD/stderr.log
Aether,files-100-500,wa.gov,files-100-500/wa.gov,A_UPDATE,ok,,agencymeddirectors.wa.gov..txt,,120.30799999999999,0.701,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=1303; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__wa.gov/A_UPDATE/stderr.log
Aether,files-100-500,wa.gov,files-100-500/wa.gov,NS_UPDATE,ok,,agencymeddirectors.wa.gov..txt,,134.67499999999998,0.504,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=1303; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__wa.gov/NS_UPDATE/stderr.log
Aether,files-100-500,wa.gov,files-100-500/wa.gov,CNAME_UPDATE,ok,,agencymeddirectors.wa.gov..txt,,129.58,0.366,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=1303; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__wa.gov/CNAME_UPDATE/stderr.log
Aether,files-100-500,warriorhall.com,files-100-500/warriorhall.com,A_ADD,ok,,alimonyillinois.warriorhall.com..txt,,57.07899999999999,0.616,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation,,num_lec=1055; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warriorhall.com/A_ADD/stderr.log
Aether,files-100-500,warriorhall.com,files-100-500/warriorhall.com,A_UPDATE,ok,,alimonyillinois.warriorhall.com..txt,,59.244,0.457,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation,,num_lec=1054; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warriorhall.com/A_UPDATE/stderr.log
